user_name,create_date,speaker,episode,situation,category
Domon,2009/6/14,事業会社の上司,投資銀行から来たのに、現場の人間に好かれるのが珍しいんだよ,着任三ヶ月後,経営
Domon,2010/9/8,経理部長,数字の話を、現場の言葉に翻訳できる人なんですよあの方,月次会議,財務
Domon,2011/4/2,震災後の同僚,取引先の安否を、社員より先に把握してたんですよあの人,復旧後の話,人情
Domon,2012/8/20,銀行担当,ドモンさんの資料は、銀行内で回覧される教科書扱いなんですよ,融資交渉後,財務
Domon,2013/5/9,部下男性,1on1で「夢の値段は?」って聞かれて、夢が現実になったんです,退任挨拶,哲学
Domon,2014/4/15,CFO就任時の同僚,短い挨拶だったのに、全員の背筋が伸びたんですよ瞬時に,着任挨拶後,経営
Domon,2014/10/30,組合幹部,厳しい説明だったけど、嘘がなかった、それで皆納得したよ,事業整理の場,人情
Domon,2015/3/27,株主,株主総会で原稿を捨てた瞬間、信用できる人だと思ったよ正直,総会後の懇親,経営
Domon,2015/12/14,バーのマスター,うちで一番、酒の語り方が静かなお客さんですねドモンさんは,行きつけのバー,酒
Domon,2016/6/8,元部下,結婚式で号泣されて、こっちが恥ずかしくなりました本当に,結婚式の翌週,人情
Domon,2017/1/19,経営者の友人,強がってる時ほど、ドモンの前では弱音を吐けるんだよ不思議と,酒席,人情
Domon,2017/9/30,役員,撤退判断を、誰よりも早く、誰よりも丁寧に説明する人なんです,撤退会議の後,経営
Domon,2018/4/20,退任送別会の社員,「人を見ている」って評価が、辞める時にやっと本人に届いた,送別会,人情
Domon,2018/11/14,官庁同僚,民間出身なのに、行政の論理を半年で吸収してきたんだよあの人,政策会議,政策
Domon,2019/8/8,後輩官僚,課長が怒鳴る所、見たことないんですよ入庁から一度も,官庁内の雑談,政策
Domon,2020/5/15,緊急予算チームの若手,深夜のオフィスで味噌汁を温めてくれたの、一生忘れません,コロナ対応中,人情
Domon,2020/12/23,元クライアント,民間に戻ってこいよって、何度も電話したんですよこっちから,年末の電話,経営
Domon,2021/4/8,同期官僚,あいつな、官僚にしては葉巻が似合いすぎるんだよどう見ても,飲み会で,酒
Domon,2021/11/30,政府関係者,ドモンさんの説明は、政治家でも分かるんですよ珍しいケース,国会説明後,政策
Domon,2022/3/8,退官時の部下,最終日に車内で泣いていたの、運転手から後で聞きました,退官後,人情
Domon,2022/5/22,独立初期のクライアント,高くても呼びたい、それが彼の値段なんですよ正直なところ,顧問契約後,投資
Domon,2022/10/11,旧友経営者,義理で受けてくれたあの案件、忘れたことないからな俺は,二年後の食事,人情
Domon,2023/4/3,スタートアップCEO,財務がここまで戦略の言葉で語れるとは思わなかった本当に,経営会議,経営
Domon,2023/9/27,競馬仲間,馬券の選び方、M&Aの企業選別と同じ理屈なんですよあの人は,競馬場,趣味
Domon,2024/2/12,経営者夫人,主人があの方の前では、無理に強がらなくていいんだそうです,家庭への電話,人情
Domon,2024/7/30,若手CFO候補,ドモンさんの「覚悟の番人」って言葉、毎朝唱えてます本気で,メンタリング後,経営
Domon,2024/11/22,親しい同期,誕生日にあいつ、毎年親父の話を一杯だけしてるんだよ必ず,誕生日の翌日,家族
Domon,2025/3/17,政府委員,あの方が反対する案件は、本当に通さない方がいいんですよ,委員会後,政策
Domon,2025/6/4,クライアント候補,お断りされました、義理に反するからって、すごく丁寧に,商談後,ポリシー
Domon,2025/9/11,古いバーのママ,ドモンさん、最近少し痩せられました?お酒は控えめにね,行きつけのバー,酒
Domon,2025/11/22,親しい同期,47だってさ、親父の話を昨夜は三杯目までしてたよ珍しく,誕生日の翌日,家族
Domon,2025/12/5,元部下女性,「数字で人を救う方法を学べ」って言葉、いまだに残ってます,同窓会,人情
Domon,2026/1/16,取引先,葉巻を勧められて初めて吸った日、人生で一番贅沢な夜でした,接待の御礼,酒
Domon,2026/2/27,後輩官僚,退官された後も、相談すると必ず返事が来るんですよ深夜でも,業界の集まり,政策
Domon,2026/3/14,クライアント社長,「夢の値段は?」って聞かれた瞬間、考え直したんですよ本気で,提案後,投資
Domon,2026/4/8,若手CFO,ドモンさんの「リスクを精神論で片付けるな」、額に飾ってます,研修後,財務
Domon,2026/4/22,政府関係者,補助金の外し方の話、あの方しか言える人がいないんですよ実は,政策会議,政策
Domon,2026/5/7,親しい経営者,強がってた俺の前で、あいつが先に泣いたんだよあの夜の酒席で,二人だけの酒,人情
Domon,2026/5/15,競馬場の知人,当てた馬券より、外した馬券の方を長く語る人なんですよ彼は,競馬場,趣味
Domon,2026/5/28,独立後の部下,ドモンさんの事務所に入って、財務が温かい仕事だと初めて知った,入社一年目,経営
Domon,2026/6/10,親しい若手,冷たく見えるけど、最後に一番泣くのは絶対あの人なんですよ,業界飲み会,人情
Lee,2002/6/14,サークル先輩,こいつ、ファッション誌とアルゴリズム本を同じ顔で読むんだよなぜか,サークル部室,ファッション
Lee,2004/11/8,ゼミ仲間,Leeの作るスライド、なぜか美しいんだよ内容まで含めて,ゼミ発表後,設計
Lee,2006/3/22,ゼミ教授,君は技術より、現場の物語の方を先に見るタイプだな珍しいよ,修論面談,業務
Lee,2007/9/10,SIer先輩,新人で紙帳票を見たがる男、俺は初めて見たよ正直,配属直後,業務
Lee,2008/12/5,障害対応の同僚,障害の時、Leeさんだけ服装が崩れてなかったんですよ不思議と,徹夜明けのオフィス,ファッション
Lee,2009/8/16,クライアント担当者,Leeさんが来ると、まず倉庫を歩きたがるんですよなぜか毎回,物流案件,業務
Lee,2010/4/12,同期エンジニア,設計書のフォルダ構成が、自分の部屋より整ってるんだよあいつ,開発現場,設計
Lee,2011/11/30,上司,君は技術が好きなのに、技術を信用しすぎないところが面白いんだよ,評価面談,技術
Lee,2012/7/19,後輩女性,飲み会でファッションの話する時、急に早口になるんですよあの方,部署の飲み会,ファッション
Lee,2013/2/9,退職前の上司,君はSIerじゃ収まらない、外でやれもう,退職面談,哲学
Lee,2013/10/22,クラウドベンダー同僚,ベンダー営業なのに、現場の話を顧客より深く知ってるんだよあいつ,顧客同行,業務
Lee,2014/5/15,顧客CIO,Leeさんの提案、ベンダー資料の言葉が一切ないんですよ意外なほど,提案後,技術
Lee,2015/3/8,同僚,海外カンファレンスでLeeを見つけるの簡単だよ、服が違うから一発で,米国出張,ファッション
Lee,2015/12/14,顧客現場担当,うちのExcel運用を笑わない技術者、Leeさんが初めてでした正直,案件途中の現場,業務
Lee,2016/8/4,同僚エンジニア,Leeのコードレビュー、行間の方が学びが多いんだよ毎回,レビュー後,設計
Lee,2017/4/30,投資家,CTOで服がここまで綺麗なやつ、こいつくらいしか見たことない,スタートアップ面談,ファッション
Lee,2017/10/8,スタートアップ初期メンバー,一緒にコード書くLeeさん、想像より普通の人で安心しました,立ち上げ期,設計
Lee,2018/6/22,障害対応の社員,障害の翌朝、コーヒーを全員分淹れてくれたのが今でも忘れられない,障害復旧後,趣味
Lee,2018/12/5,採用したエンジニア,面接でフォルダ構成を聞かれて、入社を決めたんですよ本気で,入社挨拶,設計
Lee,2019/3/14,海外提携先,英語の発音より、構造の説明が圧倒的に美しいんだよあの人,海外提携交渉,設計
Lee,2019/9/27,スタートアップ社員,怒らないのに、設計の妥協は絶対通さないんですよあの方は,設計レビュー,哲学
Lee,2020/4/30,リモート移行後の社員,リモート移行の手順書、まるで設計図みたいに綺麗で笑いました本当に,リモート初週,業務
Lee,2020/11/20,投資家,Leeさんはピッチの服装まで設計してるんだよ恐ろしいことに,資金調達後の食事,ファッション
Lee,2021/3/8,退任時の社員,最後の朝、コーヒーを淹れてくれて、それで全員泣きました本気で,スタートアップ退任,趣味
Lee,2021/8/2,事業会社の役員,着任初日に「全部門を見せてくれ」と言った人、過去に居なかった,着任直後,業務
Lee,2022/1/14,現場マネージャー,偉い人なのに、倉庫の床に座って話を聞くんですよあの方,工場視察,業務
Lee,2022/7/19,経営層,KPIを減らしましょうって言う技術者、初めて見た正直なところ,経営会議,業務
Lee,2023/2/3,データ部門の若手,Leeさんのデータ設計、十年後を想像してるんですよ毎回必ず,データ統合プロジェクト,データ
Lee,2023/8/27,AI担当エンジニア,生成AIブームの時に、運用の話しかしなかった珍しい上司でした,AI導入時,AI
Lee,2023/11/14,同僚アーキテクト,Leeの図、なぜか部下が壁に貼って自然と覚えるんだよ,全社研修,設計
Lee,2024/2/27,退任時の社長,「育てる側に回りたい」って言葉、それで君を引き止めるのやめた,退任面談,哲学
Lee,2024/6/11,独立後の最初の顧客,元同僚が必ず推薦するアーキテクト、納得しました会ってみて,初回コンサル,設計
Lee,2024/10/8,若手CTO,Leeさんのメンタリング、技術の話の前に運用を必ず聞かれるんです,メンタリング,運用
Lee,2024/12/19,知人女性,スニーカー譲ってもらいました、箱に手書きのカード付きで嬉しくて,スニーカー受領後,ファッション
Lee,2025/3/24,政府関係者,行政の話なのに、現場の窓口業務を真っ先に聞きに来た方でした,政策プロジェクト,業務
Lee,2025/6/30,コーヒー店マスター,うちで一番、抽出時間に細かいお客さんですよLeeさんは間違いなく,行きつけのカフェ,趣味
Lee,2025/9/9,講演参加者,流行りの技術の話で、最後は必ず「誰が運用するか」に戻る人,カンファレンス後,技術
Lee,2025/11/12,後輩アーキテクト,Leeさんの「壊れても戻せる形」って言葉、毎朝唱えてます本気で,メンタリング,運用
Lee,2025/12/30,クライアントCEO,服装まで設計してるって聞いて、最初は冗談かと思った本気で,年末会食,ファッション
Lee,2026/1/17,古い倉庫の管理人,あんたみたいな人が、休みの日に倉庫見に来るのね珍しい客だよ,倉庫見学,趣味
Lee,2026/2/24,後輩エンジニア,否定される時も、代替案が必ず付いてくるから心が折れないんです,設計レビュー,哲学
Lee,2026/3/13,元同僚,Leeの服を真似しようとして、靴で挫折する人を何人も見てきた,同窓会,ファッション
Lee,2026/4/5,仕立て店の店主,古い服を直しに来る技術者、初めてですよLeeさんは正直,リフォーム店,ファッション
Lee,2026/4/14,親しい友人,44歳になっても、新技術を見ると目が光るんだよなあいつは,誕生日メッセージ,技術
Lee,2026/4/29,クライアント現場,Leeさんが帰った後も、現場の人と床を一緒に歩いてました本当に,訪問後の振り返り,業務
Lee,2026/5/8,建築家,事務所の設計で、僕より細かい注文を出してきた施主は初めてだ,内装打ち合わせ,設計
Lee,2026/5/19,若手CTO,「アルゴリズムで解ける問題と組織で決める問題を混ぜない」、これで救われた,メンタリング,AI
Lee,2026/5/27,同業者,技術選定でベンダー名から入る人、Leeの前ではやめた方がいい絶対に,業界会合,技術
Lee,2026/6/3,元同僚女性,Leeの飲み会の話題、たいてい建物か服か豆の話に着地するんですよ,会食,趣味
Lee,2026/6/10,クライアントの現場社員,自分の仕事を笑わずに見てくれる技術者、生まれて初めて会いました,案件終了後,業務
Mone,2007/6/3,小学校の友達,モネちゃんって、笑わせてくる時にちゃんと目を見てるんよ不思議と,小学校4年,人情
Mone,2009/9/22,中学クラスメイト,モネと話したらクラスの空気が変わるって、皆気づいてた本気で,中2の秋,チーム
Mone,2011/3/19,高校友人,失恋話したら、最後に笑える返ししてくれたんよあの子だけが,高1の春,モチベ
Mone,2012/12/10,学年主任,君ね、勉強よりギャル能力で食っていけるよ将来絶対,進路相談,ギャル
Mone,2013/8/15,親友,モネさ、推し語る時マジで早口になるよね止まらないんだもん,夏休みの友人宅,ヲタク
Mone,2014/10/3,サークル先輩,入って一週間で全員の名前覚えてる新人、初めて見たよ本当に,サークル飲み会,チーム
Mone,2015/4/22,大学教授,心理学の課題、現場感がすごいんだよ君のレポートは異質,ゼミ面談,心理
Mone,2016/2/14,サークル後輩,モネさんって、ノリ軽いのに核心ついてくるんですよなぜか毎回,イベント後の打ち上げ,モチベ
Mone,2016/11/29,同人友達,イベントで完売した時のモネ、推しに会った時より輝いてたよ,同人イベント,ヲタク
Mone,2017/9/4,サークル代表交代時,揉め事を仲裁したモネ、両方から「あの子は信用できる」と言われてた,サークル総会,チーム
Mone,2018/5/8,会社の同期,入社初日にウェルカムカード手作りで配ってきて、それで全員心開いた,入社直後,チーム
Mone,2018/10/15,イベント参加者,スタッフのモネさんに泣きついたら、抱きしめて一緒に泣かれました,イベント現場,人情
Mone,2019/3/27,先輩女性,モネは元気そうに見えて、一人で消化してるタイプだから心配なんよ,飲み会の二次会,人情
Mone,2019/8/20,イベント業界知人,スタッフの不調を一番早く気づくの、いつもモネさんなんですよ,業界交流会,チーム
Mone,2020/2/4,スタートアップ採用担当,面接で「同期全員に1on1したい」って言った人、初めてだったよ,入社面接後,チーム
Mone,2020/6/19,リモート同僚,雑談会立ち上げてくれて、本当に何人かが救われたんよあれで,リモート期,チーム
Mone,2020/9/8,Iris初期リスナー,Irisさん噛みまくりだけど、なんかずっと観てたくなる声なんよ,配信コメント,配信
Mone,2021/1/22,リスナー,相談配信で泣きました、軽い言葉なのに刺さるってこういうことかと,Iris配信後の感想,配信
Mone,2021/6/10,同僚,モネと話すと、自分のしんどさが整理されるんよ知識マウントなしで,1on1の後,心理
Mone,2021/11/30,Irisリスナー,推しの引退で泣いてた時、Irisの一言で何とか持ち直しました本気で,配信コメント,配信
Mone,2022/3/8,親しい友人,モネさ、明るく見えるけど、たぶん家で一人になったら泣いてるよね,女子会の帰り,人情
Mone,2022/7/15,後輩,1on1で「燃料切れなだけ」って言われて、なぜか涙が出ました急に,1on1の後,モチベ
Mone,2022/11/20,クライアントCEO,ギャル口調でうちの組織課題を九十分で解析してきた、本気で驚いた,初回コンサル,チーム
Mone,2023/2/26,VTuber仲間,Irisさん、業界の内紛で深夜まで通話して中立を保ってた稀有な人,業界飲み会,配信
Mone,2023/6/4,講演参加者,ギャル系の見た目で組織論を語る人、新鮮で逆に説得力ありました,クライアント講演,モチベ
Mone,2023/10/22,経営者,モネさんが入ると、会議の温度が三度上がるんよマジで体感で,経営会議後,チーム
Mone,2024/1/30,後輩女性VTuber,Irisさんに相談したら、答えじゃなく一緒に泣いてくれました,後輩支援の電話,配信
Mone,2024/5/14,HR担当,採用イベントでモネが司会すると、応募者が帰り際に手紙を書くんよ,採用イベント,チーム
Mone,2024/8/3,親しいリスナー,29歳のオフ会で手書きカードもらって、その場で泣きそうになりました,公開オフ会,配信
Mone,2024/11/27,友人,配信中に自殺示唆コメントが来て、配信止めた判断がプロだった本気で,緊急対応後,配信
Mone,2025/1/14,経営者,「気合いでなんとかしろ」って俺が言ったら、優しく一発で論破された,クライアント面談,心理
Mone,2025/4/8,同業女性,モネはギャルとヲタクの両刀使いで、敵を作らないんよ天才の領域,業界ランチ,ギャル
Mone,2025/6/30,クライアント役員,配信のIrisさんと現実のモネさんが同一人物だと知って混乱した正直,クライアント懇親,配信
Mone,2025/8/3,親しい同業者,30歳のモネ、誕生日に推しのライブで完全に少女に戻ってたよあれ,誕生日後の報告,ヲタク
Mone,2025/10/15,救われた経営者,「あの一言で救われた」と社長が泣いたの、生涯忘れないですよ,クライアント納品,モチベ
Mone,2025/12/14,親しい友人,モネ最近少し疲れてる、本人は絶対認めないけど分かるんよあたしには,女子会,人情
Mone,2026/2/3,配信リスナー,Irisさんって、軽いのに何回も読み返したくなる言葉くれるんよなぜか,Iris配信のコメント,配信
Mone,2026/3/15,後輩VTuber,半年毎週相談乗ってくれて、自分の活動より長いって嘘でしょ本気で,後輩感謝の電話,配信
Mone,2026/4/22,編集者,モネの書く本、ヲタクとギャル両方の言葉で書いてある、初めて見た,書籍編集の場,哲学
Mone,2026/5/12,読者,「軽い言葉で人は救える」、一冊読んで本気で泣きました家で,書評コメント,哲学
Mone,2026/5/20,配信リスナー,Irisの「まだ物語終わってない」、画面録画して保存しましたお守り,配信切り抜き,配信
Mone,2026/5/28,親しい配信仲間,モネはね、自分が休む時間を一番後回しにする癖があるんよ昔から,業界食事会,人情
Mone,2026/6/3,クライアント現場,社員が「モネさんの研修の後、月曜が怖くなくなった」と言ってました,研修後アンケート,モチベ
Mone,2026/6/10,母,あの子は昔から、人の機嫌の変化に一番早く気づく子だったのよ家でも,親戚との会話,家族
Mone,2026/6/14,推しの界隈仲間,モネ、推し語りだけは本気で五時間止まらない異次元なんよあれは,ヲタ飲み,ヲタク
Mone,2026/6/20,心理学研究者,学問やってないのに、現場で得た知見がうちの教科書より深いんですよ,学会で,心理
Mone,2026/6/25,同人イベント仲間,モネさんが来ると、推しの話と組織論が普通に同じ温度で混ざるんよ,同人イベント後,ヲタク
Mone,2026/6/30,配信運営,Irisの言葉選び、社内の研修教材になりそうな精度なんよ本気で,配信業界内,配信
Mone,2026/7/2,親しい男性,モネはギャルだけど、たぶん一番大人なんよあの界隈で実は,同年代の飲み会,ギャル
Mone,2026/7/10,クライアントCEO,三十歳であの解像度、こっちが学ぶ立場なんよ正直なところ,経営者会食,モチベ
Vincent,1992/11/3,小学校の担任,Vincent、あなたは大人より大人を観察してるわね本当に,小学校3年面談,観察
Vincent,1995/6/14,中学の同級生,こいつ、ホームズが転校してきたみたいなんだよ毎日が,中1の頃,文学
Vincent,1998/4/22,高校の図書司書,君が読まない本のジャンルを教えてほしいくらいだよ正直,高2の春,文学
Vincent,2001/9/30,大学のゼミ仲間,Vincentと議論すると、自分の話の穴が全部見えるんだよ怖いほど,大学2年,推理
Vincent,2003/2/8,卒論指導教授,君の論文は文学部より犯罪学者が欲しがる種類のものだよ,卒論面談,文学
Vincent,2004/11/19,大学院の同期,Vincentがメモ取り始めると、皆少し緊張するんだよなぜか,院ゼミ,観察
Vincent,2006/8/14,シンクタンクの上司,君は資料の余白を読む癖があるね、それが武器なんだよ,入社評価,観察
Vincent,2007/12/3,同僚リサーチャー,退屈な会議でだけ、Vincentの目が一番冷めるんだよ正直,案件後の食事,哲学
Vincent,2008/11/22,NYコメディスクール講師,君は笑わせる前に、客を理解しようとしすぎるんだよ少し,講評,話芸
Vincent,2009/7/15,スタンドアップ仲間,こいつの自虐ネタ、笑った後でちょっと怖くなるんだよ毎回,NYの楽屋,話芸
Vincent,2010/9/4,銀座の喫茶店マスター,お客さん、毎日同じ席に座られますね、観察用ですか正直,喫茶店常連化,都市
Vincent,2011/2/19,落語家,あんた、噺家になれば筋がいい、本当に向いてるよこれは,寄席訪問後,話芸
Vincent,2011/8/27,古書店主,うちの常連で、買わずに帰る客はあなたが一番丁寧だよ正直,神保町古書店,文学
Vincent,2012/5/30,クライアントCEO,Vincentさんと話すと、自分の悩みを自分で当てさせられるんですよ,経営相談,推理
Vincent,2013/1/14,民俗学者,うちの本棚を三時間黙って見られたの、君が初めてだよ正直,学者宅訪問,雑学
Vincent,2014/3/22,講演主催者,90分の講演で誰も眠らせない講師、珍しいんですよ本当に,公開講演後,話芸
Vincent,2014/10/8,チェス対戦相手の老紳士,君は手を読まずに私の癖を読むんだな、それは反則だよ,チェス大会,趣味
Vincent,2015/6/12,クライアント役員,鋭いのに不快じゃない指摘、Vincentさん以外で見たことない,戦略会議後,推理
Vincent,2016/2/3,後輩リサーチャー,Vincentさんのメモ帳、覗いたら別言語の落書きだらけだった,出張先,雑学
Vincent,2016/11/29,ラジオ番組DJ,収録中の機材トラブルの時間に、Vincentさんが場をつなぐの神業だよ,深夜ラジオ,話芸
Vincent,2017/8/18,落語家,お互いの仕事の核は同じだって、こいつと話して初めて気づいたよ,楽屋で,話芸
Vincent,2018/4/14,クライアント秘書,うちの社長、Vincentさんの前だけは嘘つかないんですよ怖いほど,商談中の控室,人間
Vincent,2018/10/3,韓国の研究者,多言語で話せる人は多いが、文化の脈絡で考える人は稀ですよ正直,国際会議,雑学
Vincent,2019/2/25,友人,こいつ、街歩きで「あの店、来月閉まる」って言って本当に閉まるんだよ,街歩き同行,観察
Vincent,2019/9/9,講演参加者,雑学を披露されたのに、知識マウントされた感じが一切なかったです,講演アンケート,雑学
Vincent,2020/5/22,私塾の塾生,推理講座で「これはまだ仮説です」って何回も言うのが新鮮でした,私塾初回,推理
Vincent,2020/11/30,同業者,Vincentさん、断言を避ける癖が、結果一番信頼につながってるんだよ,業界飲み会,哲学
Vincent,2021/3/8,雑誌編集者,「都市の違和感」連載、編集が一文字も入れられないんですよ毎月本当に,編集会議,都市
Vincent,2021/8/14,クライアント夫人,主人があの方の前では、つい本音を話してしまうらしいんですよ,家庭への電話,人間
Vincent,2022/1/12,親しい友人,40の誕生日に古書店で自分にプレゼント買う男、こいつしかいない,誕生日,文学
Vincent,2022/6/27,古書店主の娘,父が亡くなる前、Vincentさんに本を託すと遺言してたんです,葬儀後の引継ぎ,文学
Vincent,2022/12/19,編集者,落語と推理の本、企画書を見た瞬間に通すと決めましたよ本当に,出版企画会議,話芸
Vincent,2023/4/15,警察関係者,民間の方なのに、現場の刑事より沈黙の読み方が上手いんですよ,専門講演後,推理
Vincent,2023/10/22,街角の喫茶店主,メニューにない注文の癖で、お客さんの仕事が分かるって聞いたよ,喫茶店常連,都市
Vincent,2024/1/14,親しい落語家,こいつが楽屋に来ると、噺家全員が少し背筋が伸びるんだよ,寄席楽屋,話芸
Vincent,2024/5/30,私塾の卒業生,「観察と推測を別の段落に書け」って、いまだに毎晩守ってます本当に,卒業生の挨拶,観察
Vincent,2024/9/16,クライアントCEO,御社の組織図、Vincentさんの一言で全部塗り替わったんですよ本気で,経営戦略案件,人間
Vincent,2024/11/22,古書仲間,こいつが本棚を見るのは、本人の蔵書診断書を渡すようなものだよ,古書市,文学
Vincent,2025/2/27,著書の読者,落語と推理が結びつくの、本を閉じても余韻が三日続きました本気で,書評コメント,話芸
Vincent,2025/4/8,チェス仲間,Vincent、勝ち方より負け方の方が綺麗なんだよあいつ本当に,チェスクラブ,趣味
Vincent,2025/7/19,若手研究者,Vincentさんの「これはまだ仮説です」、研究室の合言葉になりました,共同研究,推理
Vincent,2025/9/22,クライアント役員,会議で発言一つで議題が三層深くなるんですよあの方は,戦略会議後,推理
Vincent,2025/12/3,警察OB,民間でこれだけ観察の言語化ができる人、捜査一課に欲しかったよ正直,専門講演後,観察
Vincent,2026/1/12,親しい友人,44歳のVincent、誕生日に老舗喫茶店で一人で本読んでたよ,誕生日の翌日,趣味
Vincent,2026/2/28,雑誌読者,「都市の違和感」連載、毎月電車で読んで降車駅を逃します本当に,読者ハガキ,都市
Vincent,2026/3/15,取材記者,取材で逆に質問返されて、こっちが取材されてる気分でした本気で,雑誌取材,人間
Vincent,2026/4/19,私塾の卒業生,卒業の時に手書きの「観察ノートの作り方」もらって家宝にしてます,卒業生の感謝,推理
Vincent,2026/5/22,古書店主,うちで一番、本のページを丁寧にめくるお客さんですよあの方,古書店常連,文学
Vincent,2026/6/3,落語家,あいつの仕事を一番理解してるの、たぶん噺家なんだよ皮肉だが,寄席楽屋,話芸
Vincent,2026/6/14,クライアント別れ際,別れ際の一言で、半年悩んでた問題の輪郭が見えました本気で,案件終了時,人間
