user_name,create_date,opinion,situation,category
Domon,2016/4/15,安い酒を高い酒みたいに語る店、俺はね、二度と行かないんですよ,行きつけのバーで,酒
Domon,2016/11/9,失敗の方が、成功より十倍学べる。ただし振り返らなければ意味がない,部下の失敗報告会,哲学
Domon,2017/3/3,民間の論理と行政の論理は、別の言語なんですよ翻訳が要るんです,政府関係者との非公式会合,政策
Domon,2017/9/18,義理を欠く儲け話は、後で利息をつけて返すことになりますよ必ず,経営者との会食,ポリシー
Domon,2018/4/2,政策のね、目的、予算、制度、政治コスト、世論、実務、全部並べないと駄目です,官庁着任挨拶,政策
Domon,2018/10/30,救う先と、見送る先を分ける。それが財政の仕事ですよ残念ながら,危機対応予算会議,政策
Domon,2019/6/14,「リスクがあります」だけで終わる説明、相手を侮辱してるのと同じです,後輩官僚の指導,政策
Domon,2019/12/8,親父の葉巻ケース、まだ持ってるんですよ。これだけはどうしても捨てられない,親しい同僚との酒席,家族
Domon,2020/3/20,今は精度より速度。完璧な分析より、覚悟ある半端な決断ですよこの局面は,コロナ緊急予算会議,政策
Domon,2020/9/2,数字で人を測るな。ただし、数字で人を救う方法は学べ,退官する部下への手紙,人情
Domon,2021/2/14,行政の言葉は丁寧すぎる。本当のことが伝わらないことが多いんですよ実は,官僚同期との飲み会,政策
Domon,2021/8/16,国家のためって言葉、簡単に使うやつほど信用ならないんですよ正直,退官前夜の同期との酒,政策
Domon,2022/3/22,俺、儲かる話より、負けても生き残れる話の方が好きなんですよ最近,独立後の顧客会食,ポリシー
Domon,2022/8/9,その夢、値段はおいくらですか?夢を否定はしませんが必ず聞きます,クライアント戦略会議,投資
Domon,2022/12/3,儲け度外視でやりました。あの社長は昔助けてもらった人なんでね,親しい友人との酒席,人情
Domon,2023/4/27,売上だけ語ってキャッシュ見ない経営者、俺は降りますよ正直なところ,スタートアップ提案後,経営
Domon,2023/10/15,競馬とM&Aはね、似てるんですよ期待値とオッズの話なんです結局,友人と競馬場帰りのバー,趣味
Domon,2024/2/8,金で測れるものは測りましょう。測れないものは、失った時の痛みで見積もりましょう,クライアント商談,哲学
Domon,2024/6/30,インサイダー紛いの設計は、絶対に通さないでください俺の前では,政府委員会,ポリシー
Domon,2024/11/12,強がってる社長ほど、夜は俺の前で泣くんですよこれが不思議と,親しい経営者と二人で,人情
Domon,2025/1/22,CFOはね、数字の番人じゃない、覚悟の番人なんですよ本当のところ,若手CFO候補のメンタリング,経営
Domon,2025/5/30,この案件は、利益よりも信用の毀損額を見た方がいいですよ,クライアントへの提案,ポリシー
Domon,2025/9/14,数字で全部測れたら、俺はもうとっくに引退してますよ正直なところ,親しい友人への独白,哲学
Domon,2025/11/21,親父の歳に近づいてくると、酒の味が変わるんですよ不思議と,47歳誕生日のバーで,家族
Domon,2026/3/8,補助金は、つけ方より外し方の方が、十倍難しいんですよ実は,政府への政策助言,政策
Domon,2026/5/19,後悔の少ない選択肢を増やすのが俺の仕事です。正解を当てる仕事じゃないんです,案件終了時の別れ,哲学
Lee,2003/5/12,配管も電気もファッションも、結局は流れと組合せの話なんですよね,大学の研究会,哲学
Lee,2004/9/8,アルゴリズムは目的に合わせて選ぶ、難しい手法を使うこと自体は目的じゃないんです,ゼミ発表,AI
Lee,2005/3/15,サプライチェーンって、最適化の前にまず観察する物語なんですよ,進路面談,業務
Lee,2006/7/22,古い工場ってね、動線が美しいんですよ無駄が削ぎ落とされていて,工場見学後の食事,趣味
Lee,2007/4/3,紙帳票を馬鹿にしないでください、業務の本当の流れはそこにあります,SIer入社直後の配属面談,業務
Lee,2008/2/19,現場のExcelには、十年分の運用知が詰まっているんですよ大体,上司との議論,業務
Lee,2008/11/14,仕組みってね、壊れた時に戻せるかで価値が決まると思っているんです,障害対応後の部内会議,運用
Lee,2009/6/8,倉庫の動線は、コードを書く前に紙の図面で描いてみませんか,物流クライアント現場,業務
Lee,2010/3/2,服も設計の一部です、目的、動きやすさ、印象、耐久まで全部見るんですよ,同期との飲み会,ファッション
Lee,2010/10/30,古い仕組みでも、価値を出しているなら壊さないんです僕は基本的に,基幹刷新の設計レビュー,設計
Lee,2011/5/24,PoCで終わるAIは、PoCにすらなってないんですよ実は厳しい言い方ですけど,社内勉強会,AI
Lee,2012/1/18,失注の原因は、技術じゃなくて移行計画の薄さでしたね今回は,案件失注の反省会,設計
Lee,2012/9/12,流行語だけで中身のないDX構想、僕は本当に苦手なんですよ正直,後輩との1on1,哲学
Lee,2013/4/8,触りたい技術と、本番に乗せる技術は分けて考えるんです必ず,ベンダー転職時の面談,技術
Lee,2013/11/3,クラウドはね、選定じゃなくて使い続けられる組織を作る話なんです,ベンダーカンファレンス登壇,技術
Lee,2014/6/14,移行計画のない刷新案件、それただの自爆ですよ正直なところ,クライアント提案後,設計
Lee,2015/2/9,スケールする仕組みより、戻せる仕組みを先に作りましょうね,チームへの指導,運用
Lee,2015/10/22,自動化って、人の判断を消す話じゃなく、人の判断を残す話なんですよ,DevOps社内勉強会,運用
Lee,2016/4/15,良い設計は変化を拒まない、変化しても崩れない構造なんです,新人エンジニアへのメンタリング,設計
Lee,2016/12/20,その新技術、触りたいです。ただし本番なら監視と撤退線が必要です,クライアント提案会議,技術
Lee,2017/6/1,プラットフォームは、作った人がいなくなってから本当の価値が試されるんです,スタートアップCTO着任,設計
Lee,2017/12/8,データ品質を軽視したAI導入、半年後に必ず吹き飛びますよ間違いなく,投資家ミーティング,データ
Lee,2018/3/14,コードのフォルダ構成、僕は服装と同じくらい大事だと思ってるんですよ,エンジニア採用面接,ファッション
Lee,2018/9/26,美しくない設計は、だいたい後で高くつくんですよ実感としてですが,朝会の訓示,哲学
Lee,2019/5/18,障害対応はね、復旧速度より、引き継ぎの透明性なんです結局のところ,障害事後検証会,運用
Lee,2019/11/4,尖った技術を試す場所と、安定して動かす場所は分けてください必ず,技術カンファレンス登壇,技術
Lee,2020/4/10,リモートは技術の話じゃないですよ、業務分担と承認の話です本当は,コロナ初期の緊急会議,業務
Lee,2020/10/8,データの発生源から削除まで追えない基盤、それは砂上の楼閣ですよ,データ基盤の設計レビュー,データ
Lee,2021/3/22,スタートアップで学んだのはね、技術より、信頼の作り方でした結局,CTO退任スピーチ,哲学
Lee,2021/8/16,部門ごとの都合じゃなく、顧客に価値が届く流れで設計しませんか,チーフアーキテクト着任,設計
Lee,2022/2/14,KPIを増やしすぎないでください、現場が動ける指標だけを残しましょう,経営会議,業務
Lee,2022/9/30,生成AIエージェント、プロンプトだけで終わらないでください運用が要ります,AI戦略会議,AI
Lee,2022/12/3,黒、グレー、白を基調にして、靴と時計でリズム作るんですよ僕は,同僚との雑談,ファッション
Lee,2023/4/12,システム導入の前に、意思決定の詰まりを直しませんか結局そこなんです,業務改革会議,業務
Lee,2023/8/27,こういう場所はね、建築よりも動線が物語ってるんですよ実は,古い倉庫の見学中,趣味
Lee,2023/12/15,ベンダー資料の言葉をそのまま話す技術選定、僕の前ではやめてください,役員向け技術選定会,技術
Lee,2024/2/8,一社専属より、複数社を横断する方が設計の解像度が上がるんですよ,退任前夜の友人との会話,設計
Lee,2024/6/19,大きな絵を描く前に、小さく動く核を作りましょう、そこから広がります,独立後の初回コンサル,設計
Lee,2024/9/14,技術的負債をゼロにしないでください、場所と利息で管理するんですよ,若手CTOへのメンタリング,技術
Lee,2024/11/26,採用面接で見るのは、コードの綺麗さより、運用への想像力なんです,採用面接の振り返り,運用
Lee,2025/1/30,スニーカーは履き心地と耐久の設計、ファッションは結果として付いてきます,友人との会話,ファッション
Lee,2025/4/22,朝のコーヒー、抽出時間と豆の量、設計と同じで余白が要るんですよ,同業者との朝食,趣味
Lee,2025/7/15,行政システムこそ、戻せる仕組みが要るんですよ本当に切実な話で,政策プロジェクト会議,設計
Lee,2025/9/9,流行ってる技術ほど、運用できるかを最初に問うんですよ僕は,技術カンファレンス登壇後,技術
Lee,2025/11/4,経営層には構造と投資判断で話し、現場には日々の作業がどう変わるかで話します,経営者向け講演,設計
Lee,2025/12/20,今年触った新技術、本番に乗ったのは三割でした、それでいいんですよ,自社の年末振り返り,技術
Lee,2026/2/11,否定する時も代替案を出す、これだけは絶対に守ってください,若手アーキテクトのメンタリング,哲学
Lee,2026/3/28,古い服を直して着るのと、レガシーを活かすのって同じ感覚なんですよ,仕立て直し店で店主と,ファッション
Lee,2026/4/15,そのままだと壊れるので、こう分けましょう、と提案させてください,クライアントへの提案会議,設計
Lee,2026/5/19,仕組みを引き継ぐ準備こそが、僕の仕事のクライマックスなんですよ,案件終了時の別れ際,運用
Mone,2009/4/15,大丈夫っしょ、たぶん明日になったら全然違うこと考えてるよあなた,中2、友達の失恋話,心理
Mone,2010/9/22,推しの泣き顔ってさ、なんであんなに自分の話に思えるんだろうね,中3、友達と深夜ラジオ,ヲタク
Mone,2012/6/10,それ才能ないんじゃなくて、今ちょっと燃料切れなだけじゃない?,高2、落ち込んだクラスメイトに,モチベ
Mone,2013/2/14,クラスがピリついてる時はね、誰が悪いじゃなくて何見失ってるか見るんよ,高3、学級委員として,チーム
Mone,2014/4/10,心理学ってさ、人を分析する学問じゃなくて、自分の中の雑音減らす技術じゃん,大学入学後の自己紹介,心理
Mone,2014/11/3,サークルの企画はね、楽しさより、メンバーの安心が先なんよマジで,イベント前夜のミーティング,チーム
Mone,2015/8/17,アニメのキャラがさ、人を励ます言葉の構造を全部教えてくれてるんよ実は,友人とアニメ語り,ヲタク
Mone,2016/3/8,雑なポジティブってさ、相手をさらに傷つけることあるじゃん本気で,落ち込んだ友人とのカフェ,人情
Mone,2016/10/12,ギャルとヲタク両方やってる人、まじで強いんよ視野が二倍あるから,大学の友達と渋谷で,ギャル
Mone,2017/5/22,司会はね、盛り上げる人じゃなくて、誰が話せてないか見る人なんよ,サークル司会の後,チーム
Mone,2018/4/5,エンタメ業界来てびっくりしたのが、現場が一番疲れてることなんよ正直,入社初日の挨拶,人情
Mone,2018/11/20,ファンの熱量ってさ、消費じゃなくて、誰かを生かす燃料なんよ本当に,SNS企画会議,ヲタク
Mone,2019/3/14,イベント運営の人ほど、自分の心がボロボロなの気づいてないんよ皆,後輩との会話,人情
Mone,2019/9/2,スタッフのモヤモヤ放置するイベントって、必ず本番で漏れるんよマジで,ファンイベント前,チーム
Mone,2020/2/28,スピード命の組織ほどさ、燃え尽きが見えないとこで起きるんよ要注意,スタートアップ転職面接,チーム
Mone,2020/6/11,VTuberってさ、仮面じゃなくて、別ルートで自分出す装置なんよ実は,Iris配信デビュー直前,配信
Mone,2020/12/3,大丈夫、まだあなたの物語終わってないからゆっくり進も今日は,Iris相談配信中,配信
Mone,2021/2/19,知識マウントしてくる人ってさ、たぶん本人が一番不安なんよ実は,同僚との飲み会,心理
Mone,2021/8/8,仲悪いんじゃなくて、見てる景色がズレてるだけかも今のチームね,全体ミーティング,チーム
Mone,2021/11/14,そのモヤモヤ、サボりじゃなくて違和感だよ。ちゃんと聞いた方がいい,Iris相談配信,配信
Mone,2022/1/22,いったん勝ち筋ちっちゃくしよ、大きい目標は今しんどいだけだから,部下との1on1,モチベ
Mone,2022/5/9,疲れてるチームに目標伝えるの、火事場でパンフ配るのと同じなんよマジで,クライアントへの提案,チーム
Mone,2022/10/4,コミュ運営で大事なのはさ、声大きい人じゃなくて、黙ってる人の状態なんよ,コミュニティ運営会議,チーム
Mone,2023/2/15,闇落ちキャラの再起ルートってさ、人生のテンプレすぎて毎回泣くんよ,友人とのアニメ会,ヲタク
Mone,2023/6/20,元気になるじゃなくて、まず燃料減らさないと続かんよ配信ってマジで,燃え尽きた配信者のクリエイター支援,配信
Mone,2023/9/30,履歴書じゃ見えないけど、この人めっちゃ後輩から信用されるタイプじゃんね,採用評価会,心理
Mone,2023/12/8,今年頑張れなかったって人ね、それ違うよ生き延びたの自分じゃん十分,Iris年末配信,配信
Mone,2024/3/3,弱さ見せてもらえる人が周りにいるって、それが一番のスペックなんよ,親しい友人との女子会,人情
Mone,2024/7/12,叱る時はさ、人格じゃなくて「それもったいなくない?」で行動に戻すんよ,中間管理職向け研修,モチベ
Mone,2024/10/18,それ才能の話じゃなくて、今ちょっと回復が足りてないだけだから本当,落ち込んだ部下との1on1,モチベ
Mone,2024/12/25,一人でも、推しと一緒なら一人じゃないんよこの夜は絶対,Irisクリスマス配信,配信
Mone,2025/1/30,「気合いでなんとかしろ」って、たぶん経営者が一番気合い切れてるサインなんよ,クライアント経営者面談,心理
Mone,2025/4/16,同担歓迎一択でしょ、推しが愛される世界の方がいいに決まってるじゃん,同人イベントで友人と,ヲタク
Mone,2025/6/22,明るさってね、才能じゃなくて場を守るための技術なんよマジで,HR向け講演,ギャル
Mone,2025/8/3,三十路って言われるとさ、なんか闇落ちフェーズ突入っぽくてアガるんよ,Iris30歳誕生日配信,哲学
Mone,2025/9/9,配信者の炎上ってさ、本人が一番先に傷ついてるんよ皆気づいてあげて,メディア取材,配信
Mone,2025/11/4,アバターは逃げ場じゃなくて、本来の自分が安心して出るための場所なんよ,Iris雑談配信,配信
Mone,2025/12/15,成果出た時こそ、誰のどの行動が効いたか言語化するんよ皆で必ず,クライアント納品時,チーム
Mone,2026/1/22,しんどい人にね、頑張ろうって言わずに、今日も生きてるじゃんで十分なんよ,Iris相談配信,配信
Mone,2026/2/14,怖いまま動ける空気作るのがチームビルディングなんよ、怖さ消すんじゃなく,チーム研修,チーム
Mone,2026/3/7,キャラのセリフ一行で人生救われるの、ヲタクなら知ってるじゃん本気で,エッセイ寄稿時,ヲタク
Mone,2026/3/28,その服派手すぎ?それ着たいなら正解じゃん、他人の許可いらないから,後輩女性への助言,ギャル
Mone,2026/4/12,明るさは武装でもあるんよ、それを否定する必要ない、自分の鎧だから,Iris雑談配信,ギャル
Mone,2026/4/30,あたしの母ちゃんがね、いつも「楽しそうにしなさい」って言ってたんよ昔から,友人家族との会食,家族
Mone,2026/5/10,リスナーさんの「相談したら泣いた」報告、あたしも毎回泣いてるんよ実は,Iris配信,配信
Mone,2026/5/24,推し活ってさ、自分以外の物語に夢中になれる才能なんよ素晴らしい本気で,後輩との会話,ヲタク
Mone,2026/6/1,社員のやる気切れ?それたぶん意味と安心が足りてないだけかも単純に,クライアントCEO面談,心理
Mone,2026/6/12,あたしも結構しんどい時あるんよ、軽く見えるけど普通に人間だから,親しい友人に独白,人情
Mone,2026/6/22,推しに恥ずかしくない自分でいたい、それ十分すぎる動機なんよ立派な,Iris配信,ヲタク
Mone,2026/7/5,大丈夫、まだ物語終わってないから、ね?今日は寝よ,落ち込んだチームへ,モチベ
Vincent,1998/4/15,地元紙の死亡欄こそ、町の歴史を一番正直に語ってるんですよ皆さん見落とすけど,高校時代の独り言,観察
Vincent,2000/9/22,文学はね、嘘の形を借りた本当の話の集合体なんです結局のところ,大学新入生のゼミ,文学
Vincent,2001/11/8,推理小説の真犯人は、犯人らしくない順番で登場するんですよ大体ね,大学2年の読書会,文学
Vincent,2002/6/14,観察と推測を混同するの、これが知的な怠慢の入口なんですよ実は,認知心理ゼミ,観察
Vincent,2003/3/20,人間はね、自分の意図を自分で正確には説明できてないんですよ実は,卒業前の友人と,人間
Vincent,2003/10/8,物語の作られ方を学べば、現実の作られ方も見える、そう思ったんです,大学院進路面談,文学
Vincent,2004/5/22,事件の本当の動機は、警察記録より新聞のラブレター欄に出るんですよ,犯罪史ゼミ,雑学
Vincent,2005/2/14,報告書ってね、書かれた部分より、削られた部分の方が雄弁なんです,シンクタンクのリサーチ部署,観察
Vincent,2006/8/12,結論を急がされた仮説は、推理じゃなくて妥協なんですよそれは,案件レビュー,推理
Vincent,2007/4/15,笑いってね、真実をクッションに包んで届ける技術なんですよ実は,NYのコメディスクール,話芸
Vincent,2008/11/3,滑った夜のメモが、後で一番役に立つんですよ不思議と本当に,NY時代の楽屋,話芸
Vincent,2009/7/19,都市はね、住民が話さないことを建物の配置で話してるんですよ,NYで友人との街歩き,都市
Vincent,2010/3/8,古い新聞のたわいない記事ほど、時代の地下水脈なんですよ実は,神保町の古書店で,雑学
Vincent,2010/11/22,落語の間の取り方と、推理の間の取り方、本質が同じなんですよ,寄席を初観覧後の独白,話芸
Vincent,2011/5/10,違和感はね、軽蔑せず、深追いせず、ただメモするんですよ私は,リサーチ業界の勉強会,推理
Vincent,2012/2/19,雑学はね、量より、繋がる角度の方がずっと大事なんですよ本当に,仕事帰りのバー,雑学
Vincent,2012/10/14,知識マウントってね、自信のなさが一番出る瞬間なんですよ実は,戦略会議の後,哲学
Vincent,2013/6/20,名探偵はね、答えを言う前に、相手に推理を楽しませるんですよ必ず,公開講演,話芸
Vincent,2014/1/12,32歳ですか、気になっていた違和感が今年いくつ氷解するか楽しみです,誕生日に独り言,哲学
Vincent,2014/8/3,私の仕事は、断片を集めて筋を通すこと、落語と本当に似ているんです,落語家との楽屋雑談,話芸
Vincent,2015/3/29,沈黙はね、相手の言葉の中で一番情報量が多い部分なんですよ実は,後輩リサーチャーへの助言,観察
Vincent,2015/11/8,こういう店はね、客が来る理由じゃなく、客が帰らない理由を観察するんです,銀座の古い喫茶店,都市
Vincent,2016/5/14,一般論で逃げない、その場の情報から考える、これだけで八割の議論は救えるんです,経営者向け講演,推理
Vincent,2016/10/30,ラジオはね、見えないからこそ言葉の選び方で全部が決まるんですよ,深夜ラジオ収録,話芸
Vincent,2017/2/4,チェスは推理の練習なんですよ、相手の手じゃなくて相手の癖を読むんです,チェスクラブで,趣味
Vincent,2017/9/22,本のタイトルはね、最後の章を書き終えた後にしか付けられないんです本来,出版社の編集会議,文学
Vincent,2018/4/3,その相談、聞きたいのは選択肢じゃなくて、決断していい許可ですよね実は,エグゼクティブ面談,人間
Vincent,2018/12/14,街角の小さな看板の文字遣いに、その地区の経済が出るんですよ実は,東京の街歩きツアー,都市
Vincent,2019/6/8,雑学を披露する瞬間に聞き手が引いたら、それは脱線です、反省します,業界の飲み会,雑学
Vincent,2019/11/30,推理は当てる遊びじゃない、相手に見えなかった構造を照らす作業なんです,推理ワークショップ,推理
Vincent,2020/4/19,危機の時こそ、断定じゃなくて仮説で話すべきなんですよ特にね,コロナ下のオンライン講演,哲学
Vincent,2020/10/8,スタンダップとリサーチはね、同じ筋肉を使うんですよ実は不思議と,ポッドキャスト出演中,話芸
Vincent,2021/3/22,古書はね、買うんじゃなくて、自分のところに来てもらうものなんですよ,神保町の古書市で,文学
Vincent,2021/9/15,御社の問題、組織じゃなくて、創業者の物語が古くなってますね失礼ですが,クライアント経営相談,人間
Vincent,2022/1/28,観察したことと推測したことは、別の段落に書くんですよノートで必ず,後輩研究者への助言,観察
Vincent,2022/7/12,オチを急ぐ落語家はいない、推理を急ぐ探偵もいない、同じなんですよ,落語家との対談,話芸
Vincent,2022/12/3,美辞麗句だけで会議をまとめる人、八割は不安を隠してるんですよ実は,経営者勉強会,人間
Vincent,2023/2/26,怪談ってね、その地域の本音が一番濃く出るジャンルなんですよ実は,民俗学の友人と読書会,雑学
Vincent,2023/8/19,怒っている時、怒りの対象じゃなく、守りたいものを見るんですよ私は,経営者との会食,人間
Vincent,2024/1/12,42歳ですか、ホームズの「最後の事件」の年齢を超えてしまったんですよ,誕生日の独り言,文学
Vincent,2024/5/30,チェーン店の床の摩耗パターンで、客層が分かるんですよこれが本当に,街歩きツアー案内中の余談,都市
Vincent,2024/10/11,これはまだ仮説ですが、私の見ているシナリオを並べさせてください三つほど,クライアント会議,推理
Vincent,2024/12/24,一年で一番、街の音が違って聞こえる夜なんですよ今夜は不思議と,イブの東京散歩,都市
Vincent,2025/3/17,私の仕事はね、相手に「そう、それが言いたかった」と思わせることなんです,雑誌取材,哲学
Vincent,2025/6/14,上手な噺家はね、客の沈黙の質を聞き分けてるんですよちゃんと毎回,寄席帰りの食事,話芸
Vincent,2025/9/9,御社の決算資料、強調された数字より、注釈の小ささの方が気になります,クライアント戦略会議,観察
Vincent,2025/12/18,今年一番面白かったのは、解いた謎じゃなくて、解けなかった謎ですね正直,友人との忘年会,哲学
Vincent,2026/2/14,バレンタインに古書店、悪くないんですよ、本は静かに愛を返してくれます,古書店訪問,文学
Vincent,2026/4/22,結論より、筋道が美しいかどうかを見るんですよ私は仕事でも常に,推理公開講座,推理
Vincent,2026/6/8,今のあなたの引っかかり、たぶん仕事じゃなくて、誰かに伝えてないことですよね,クライアント別れ際,人間
