user_name,create_date,episode,situation,category
Domon,2003/2/27,M&A案件で初めて主担当、契約書の最終ページに自分の名前を見て震えた,契約締結日,投資
Domon,2004/7/19,部下の女性アナリストにモデルのミスを指摘され、その場で素直に謝った,案件レビュー中,人情
Domon,2005/3/30,IPO案件で経営者と深夜まで議論、最後にカウンターでウイスキーを一緒に飲んだ,銀座のバー,酒
Domon,2006/10/12,父が亡くなり、葬式の翌週に大型案件のクロージングに無言で立ち会った,案件と葬儀の重なり,家族
Domon,2007/5/8,母の店を畳む手続きを、自分の手で全部やり切った,大阪に帰省,家族
Domon,2008/9/15,リーマン破綻のニュースをオフィスで見て、その夜は一人で日本酒を空けた,破綻当日の夜,投資
Domon,2008/12/20,担当クライアントが倒産、最後の電話を社長から自宅で受け取った,年末の自宅,人情
Domon,2009/3/2,投資銀行を辞めて事業会社へ転職、給料が半分以下になることを覚悟した,転職初日,経営
Domon,2010/6/14,海外投資の現地視察でブラジル奥地のホテルに泊まり、停電に三晩耐えた,海外出張,経営
Domon,2011/3/11,震災当日、本社で在庫と取引先の安否を朝まで電話で確認し続けた,地震当日の本社,人情
Domon,2012/5/30,不採算事業の売却を一人で主導、組合に深々と頭を下げた最後の日,事業売却の現場,人情
Domon,2013/8/15,終戦の日に靖国を一人で参拝、帰り道で葉巻を一本ゆっくり吸った,夏の散歩,趣味
Domon,2014/4/1,CFO就任、辞令を受け取った日の夜、行きつけのバーで一人静かに乾杯した,CFO初日の夜,酒
Domon,2014/12/24,クリスマスイブに銀行団との交渉を朝まで続け、合意した瞬間に泣きそうになった,銀行交渉の長夜,財務
Domon,2015/9/9,古いライターを失くしたと思って一週間落ち込み、書斎の引き出しで見つけた,自宅,趣味
Domon,2016/2/14,元部下の結婚式で号泣、新郎より目立ってしまい翌日謝りに行った,結婚式の披露宴,人情
Domon,2016/10/3,株主総会で個人株主からの厳しい質問を受け、原稿を捨てて素手で答え切った,株主総会の壇上,経営
Domon,2017/6/22,大型M&A案件をCFOとして主導、半年で社員から「人を見ている」と評された,案件期間中,経営
Domon,2018/1/15,官僚への転身を決意、CEOに伝えた時に「君らしいな」と笑われた,退任通告の場,政策
Domon,2018/4/3,財務官僚として霞が関に出勤、初日のスーツの皺が気になって何度も直した,霞が関初日,政策
Domon,2019/10/8,危機対応予算の設計を主導、徹夜が三週間続いて体重が五キロ落ちた,政策案件中,政策
Domon,2020/4/7,コロナ緊急融資制度の設計、深夜のオフィスで一人で味噌汁を温めて飲んだ,緊急予算編成,政策
Domon,2020/11/21,42歳誕生日、官舎で一人ウイスキーを傾けて誰にも報告しなかった,誕生日の夜,酒
Domon,2021/3/22,元部下が独立し失敗、保証人になっていたため自腹で返済を引き受けた,信頼の代償,人情
Domon,2021/9/14,官僚同期から「お前はもう民間に戻れ」と言われ、しばらく無言で飲み続けた,飲み会の終盤,政策
Domon,2022/2/28,官庁を退官、最終出勤日に課長クラスから花束を渡され、車内で一人涙が出た,退官日,政策
Domon,2022/4/12,独立、最初のクライアントは投資銀行時代の旧友だった,独立初日,投資
Domon,2022/10/30,古いバーで偶然、20年前のM&A相手と再会、二人で笑って酒を飲んだ,銀座のバー,酒
Domon,2023/1/22,スタートアップの財務再建を引き受け、CFO候補の若手を半年で育てた,顧問業務,経営
Domon,2023/8/16,競馬場で偶然元上司に会い、二人で外れ馬券を見せ合って笑い転げた,競馬場,趣味
Domon,2023/11/21,45歳の誕生日、父の墓前にウイスキーを少しだけ垂らして手を合わせた,大阪の墓参,家族
Domon,2024/3/19,経営者の自殺未遂の連絡を深夜に受け、タクシーで病院に駆けつけて朝まで居た,深夜の急報,人情
Domon,2024/7/4,若手CFOのメンタリングを毎月続け、初めて「育てる側」を自覚した瞬間があった,メンタリング,経営
Domon,2024/12/13,義理で受けた赤字案件をやり切り、相手社長から葉巻一箱が無言で届いた,案件完了後,人情
Domon,2025/5/9,政府委員に任命、初回会議で資料の薄さに無言で席を立って退室した,政府委員会,政策
Domon,2025/9/14,深夜の散歩中に雨に降られ、自宅まで歩き続け、それも悪くないと思った,港区の散歩,趣味
Domon,2025/11/21,47歳の誕生日、行きつけのバーで親父の話を初めて長く語った,誕生日の夜のバー,家族
Domon,2026/4/8,自分の事務所に若手を一人採用、雇用契約書に自筆でゆっくりサインした,採用初日,経営
Lee,1987/5/12,父の建築現場の見学について行き、配管の図面を見せられて目が輝いた,5歳の春,家族
Lee,1990/3/8,母の働くアパレル店で、生地の手触りを覚えながら店内を歩き回っていた,幼稚園の時,家族
Lee,1992/11/22,自宅の電気回路図を父に教わり、ノートに何枚も写し続けた,小学校4年,家族
Lee,1994/5/15,ファッション雑誌を初めて自分で買い、母に「変な趣味ね」と笑われた,小学校6年,ファッション
Lee,1996/8/19,中2の夏休み、雑誌付録CDからLinuxを自宅PCにインストールして起動した瞬間,中学生時代,技術
Lee,1997/4/7,中学の部活でホームページを作り、HTMLとCSSを独学で覚え込んだ,中学3年,技術
Lee,1998/12/3,高校で数学の証明問題に取り憑かれ、毎晩深夜二時まで解き続けていた,高1の冬,哲学
Lee,1999/9/15,高校の制服を勝手にリメイク、教師に呼び出されたが理屈で押し切った,高2の秋,ファッション
Lee,2000/7/30,物理部で自作の小型ロボットを作り、文化祭の発表当日に全壊した,高3の夏,技術
Lee,2001/4/12,東工大入学、入学早々プログラミングサークルに飛び込んで先輩に絡んだ,大学入学式直後,技術
Lee,2002/10/24,アルゴリズムの授業で教授に質問しすぎて、研究室に半ば強引に誘われた,大学2年,AI
Lee,2003/8/5,渋谷のセレクトショップに初めて入り、店員と一時間話し込んで何も買わずに帰った,大学2年の夏,ファッション
Lee,2004/2/14,自作PCを四台組み、自宅にミニデータセンターのような環境を作り上げた,大学3年の冬,技術
Lee,2005/4/8,修士課程に進学、サプライチェーン最適化と分散処理を意図的に選んだ,院進学直後,AI
Lee,2005/11/19,物流倉庫の現場研修で一週間働き、現場の知の深さに完全に圧倒された,院1年の秋,業務
Lee,2006/6/22,修論テーマで、アルゴリズムだけでなく現場運用までモデルに組み込んだ,院2年の前半,業務
Lee,2007/3/20,大学院修了、SIerに入社する選択を恩師が意外そうに見ていたのが印象に残った,修了式,哲学
Lee,2007/4/2,SIer入社、初日に着たスーツが社風から浮いていて少し恥ずかしかった,入社初日,ファッション
Lee,2008/5/14,製造業の現場で紙帳票を観察し、Excelの裏に十年分の知恵を見つけた,クライアント現場,業務
Lee,2009/2/27,自分が設計した連携基盤が深夜に障害、復旧まで18時間飲まず食わずだった,入社二年目の大障害,運用
Lee,2010/8/8,金融案件で要件定義の曖昧さを巡り、上司と衝突しながら詰めていった,大型案件中,業務
Lee,2011/3/11,震災当日、クライアント工場のサーバ復旧に翌週から現地に駆けつけた,震災対応,運用
Lee,2012/7/3,物流案件で倉庫を一週間歩き回り、コードを書く前に動線を全部覚えた,出張先の倉庫,業務
Lee,2013/4/1,外資クラウドベンダーに転職、英語と社内文化の壁に最初は本気で苦戦した,転職初日,技術
Lee,2014/9/22,顧客のクラウド移行を半年間伴走、月に十回ペースで現地に通った,移行プロジェクト,設計
Lee,2015/5/30,海外カンファレンスで登壇、テックウェアで現れて会場で覚えられてしまった,米国カンファレンス,ファッション
Lee,2016/2/17,クラウド障害の連鎖で顧客三社が同時停止、徹夜で対応し朝に倒れ込んだ,大規模障害,運用
Lee,2017/3/8,スタートアップCTOへ転身、給料は下がったが裁量が三倍になった,転職,設計
Lee,2017/10/12,立ち上げ初日、エンジニア三人と自分でコードを書きながら設計を固めた,スタートアップ初期,技術
Lee,2018/6/4,プロダクトの障害で全社停止、社員に手書きの謝罪文を一人ずつ配って回った,スタートアップ時代,運用
Lee,2019/1/30,海外AIスタートアップと提携、深夜のSlackで二時間ずつ議論を重ねた,提携交渉,AI
Lee,2019/11/9,採用したエンジニアが辞めた夜、自分の管理スタイルを見直して眠れなかった,スタートアップ後期,哲学
Lee,2020/4/15,コロナでリモート完全移行、開発フローを一週間で作り直して全社展開した,緊急対応,業務
Lee,2020/12/3,海外資金調達のピッチで、技術スライドの服装まで投資家に指摘された,投資家ピッチ,ファッション
Lee,2021/3/19,スタートアップを退任、最後の朝にコーヒーをチーム全員に淹れて回った,退任日,趣味
Lee,2021/7/24,チーフアーキテクト着任、初日に「全部門の業務を見せてくれ」と言った,着任初日,業務
Lee,2022/2/9,全社プラットフォーム再設計、半年で30回現場ヒアリングを回り続けた,大型変革プロジェクト,設計
Lee,2022/9/14,データ基盤を統合、部門間の縄張り争いを半年かけて丁寧に解いていった,全社案件,データ
Lee,2023/3/27,生成AIブームの渦中で、現場に「使い続けられる形」をひたすら提案し続けた,AIブーム時,AI
Lee,2023/8/15,古い物流倉庫を週末に一人で見学、写真を百枚以上撮って静かに帰った,趣味の散策,趣味
Lee,2024/1/19,事業会社退任を決め、社長に「育てる側に回りたい」と短く伝えた,退任面談,哲学
Lee,2024/4/14,42歳の誕生日、独立準備中で一人渋谷のカフェで朝から仕事をしていた,誕生日の昼,趣味
Lee,2024/7/8,独立、最初の三件は元同僚からの紹介ですぐに埋まった,独立初日,設計
Lee,2024/11/22,スニーカーの長年のコレクションを整理、半分を後輩に手書きカード付きで譲った,自宅の整理,ファッション
Lee,2025/3/14,政府系プロジェクトに招かれ、行政の制約に最初は本気で戸惑った,政策案件初日,設計
Lee,2025/6/29,自宅のコーヒー器具を半年かけて全部入れ替え、抽出時間を秒単位で詰めた,自宅で休日,趣味
Lee,2025/9/9,技術カンファレンスで「運用される技術」をテーマに登壇、満席だった,大型カンファレンス,技術
Lee,2025/12/20,年末に自分が触った新技術リストを棚卸し、本番に乗ったのは三割だった,年末の自宅,技術
Lee,2026/3/22,クライアントの現場社員が自分の作った仕組みを誇らしく説明する場面に立ち会った,クライアント訪問,運用
Lee,2026/5/8,自分の事務所の内装を建築家と二ヶ月議論し、無垢材と金属を選んだ,事務所開設,ファッション
Mone,1999/5/12,母が泣いてるのに気づき、4歳で無言で背中をさすった,幼稚園入園前,家族
Mone,2002/9/8,アニメのヒロインのセリフで人生で初めて泣いて、自分でびっくりした,小学校2年,ヲタク
Mone,2004/4/15,クラスメイトが泣いてる時に「だいじょぶっしょ」と肩を組み、場の空気が変わった,小学校3年,モチベ
Mone,2006/11/22,深夜ラジオを布団の中で盗み聞きして、人の声の温度に気づいた,小学校6年,趣味
Mone,2008/3/8,卒業式で泣いてる友達のために、わざとふざけて笑わせて回った,小学校卒業式,人情
Mone,2008/8/3,13歳の誕生日、親に内緒でカラオケに行きアニソンを五時間歌い倒した,中1の夏,ヲタク
Mone,2009/10/30,ギャル雑誌を初めて買い、髪をミルクティー色にして親に怒られた,中2の秋,ギャル
Mone,2010/2/14,クラスの空気が悪い日に、お菓子を配って強引に和ませた,中3の冬,チーム
Mone,2011/7/19,高1の夏、家出した友達を二日匿って親同士に怒られたが後悔はなかった,高校1年の夏,人情
Mone,2012/9/14,文化祭の出し物が崩壊しかけ、急遽司会に立って90分場をつないだ,高2の秋の文化祭,チーム
Mone,2013/4/22,推しのVTuber初配信を見て、いつか自分もやりたいと密かに決めた,高3の春,配信
Mone,2014/3/3,大学受験合格後、両親に深く一回だけお礼を言った言葉少なく,高校卒業前,家族
Mone,2014/4/10,心理学とメディア文化を選択、初回授業で教授に「ギャル感あるね」と笑われた,大学入学直後,心理
Mone,2014/10/8,イベントサークルに入部、初回会議で全員の名前を一日で覚えてしまった,大学1年,チーム
Mone,2015/6/14,サークルの企画で初の100人イベントを成功、終了後楽屋で一人静かに泣いた,大学2年,チーム
Mone,2016/2/27,失恋した先輩を朝まで電話で励まし、最後は自分も泣きながら笑い合った,大学2年の冬,人情
Mone,2016/11/3,初の同人イベントに自作グッズで参加、完売して声出して喜んだ,大学3年,ヲタク
Mone,2017/8/15,サークル代表として揉め事を仲裁、両者の話を別々に四時間ずつ聞いた,大学3年の夏,チーム
Mone,2018/3/27,卒論で「ファンコミュニティの感情設計」を書き、教授に高評価された,卒業前,心理
Mone,2018/4/2,エンタメ系企業に入社、初日に同期全員へ手作りのウェルカムカードを配った,入社初日,チーム
Mone,2018/9/30,担当イベントで泣いて来てくれたファンを抱きしめ、自分も号泣した,イベント現場,ヲタク
Mone,2019/2/14,スタッフが過労で倒れ、現場で初めて「これは構造の問題」と確信した,大型イベント中,チーム
Mone,2019/8/3,24歳の誕生日、一人で深夜のカラオケでアニソンを十時間歌い続けた,誕生日の夜,趣味
Mone,2020/1/22,スタートアップに転職、入社初日に全社員と1on1を自主開催した,転職初日,チーム
Mone,2020/5/19,コロナ禍で社員のメンタル不調が増え、毎週オンライン雑談会を立ち上げた,リモート期,チーム
Mone,2020/8/8,VTuber Iris名義で初配信、視聴者四人の前でガチ緊張で噛みまくった,Iris初配信,配信
Mone,2020/12/24,クリスマスイブにIrisで初の長尺雑談配信、リスナーから手紙が届いた,2020年末の配信,配信
Mone,2021/3/11,Irisで震災追悼配信、コメント欄が静かで、それでいいと思って涙が出た,震災追悼配信,配信
Mone,2021/7/30,スタートアップの採用イベント企画、応募数が三倍になり社内で表彰された,採用キャンペーン,チーム
Mone,2021/11/18,Irisで初のスーパーチャット祭、リスナーへの感謝で泣きながら配信した,記念配信,配信
Mone,2022/2/5,燃え尽きた社員の相談を受けながら、自分も同時にダウンしかけて休みを取った,自身の限界,人情
Mone,2022/6/26,副業として外部のチームビルディング案件を初受任、緊張で前夜眠れなかった,副業の始まり,モチベ
Mone,2022/10/14,VTuberチームの内紛をIrisとして仲介、二週間夜中まで通話を続けた,業界トラブル,配信
Mone,2023/1/20,同人イベントにIris名義で参加、ファンと初めて直接会って手が震えた,リアルイベント,配信
Mone,2023/5/8,経営者向けセミナーで初登壇、ギャル口調のまま90分喋り切って拍手された,クライアント講演,モチベ
Mone,2023/9/15,推しのVTuberが引退、配信を見ながら五時間ノンストップで泣き続けた,推しの引退発表,ヲタク
Mone,2024/2/3,友人の出産に立ち会い、その夜配信を休んで親に電話して長く話した,親しい友人の出産,家族
Mone,2024/5/30,企業のチームコーチングを月10社まで増やし、初めて断る案件が出てきた,仕事の節目,モチベ
Mone,2024/8/3,29歳誕生日にリスナー50人と公開オフ会、参加者全員に手書きカードを準備した,誕生日企画,配信
Mone,2024/11/22,配信中にリスナーの自殺ほのめかしコメント、配信を止めて電話につないだ,緊急対応,配信
Mone,2024/12/31,大晦日に一人で年越し配信、リスナーと一緒に泣きながら新年を迎えた,年越し配信,配信
Mone,2025/3/12,心理学の論文を書き始め、現場知をアカデミックに残そうと密かに決めた,自宅で執筆,心理
Mone,2025/5/24,経営者の自殺未遂相談を深夜に受け、朝までLINEで言葉を返し続けた,深夜の緊急対応,人情
Mone,2025/8/3,30歳誕生日、推しのライブで号泣しながら大人になった気がした不思議と,推しのライブ会場,ヲタク
Mone,2025/10/8,チームコーチング案件で、初めて「あの一言で救われた」と社長に泣かれた,クライアント案件,モチベ
Mone,2025/12/3,Iris配信で炎上未遂、傷つく人が出にくい言葉を選んで即興で着地させた,配信中の即興対応,配信
Mone,2026/1/14,自分の限界を超えそうだと気づき、初めて月一の完全オフ日を設定した,自己ケアの開始,哲学
Mone,2026/3/22,後輩女性VTuberの相談に毎週乗り続け、半年で自分の活動枠より長くなった,後輩支援,配信
Mone,2026/5/10,初の自著「軽い言葉で人は救える」を刊行、ヲタクとギャル両界隈から反応が来た,書籍刊行,哲学
Mone,2026/6/30,母の誕生日に久しぶりに実家に帰り、子供の頃のアニメを一緒に観て泣いた,母との時間,家族
Vincent,1987/9/14,5歳で父の書斎の百科事典を開き、犯罪史の項目で一日中過ごした,ボストンの自宅,雑学
Vincent,1989/5/22,図書館で誰も借りない古い新聞のスクラップを毎週末読み漁った,小学校1年の頃,文学
Vincent,1991/10/30,クラスメイトの嘘を当てて、先生に「Vincentは怖いね」と苦笑された,小学校3年,推理
Vincent,1993/8/4,ホームズ全集を一夏で読破、その後の人生を完全に決定づけた,小学校5年の夏休み,文学
Vincent,1994/12/9,学校の窃盗事件をクラス委員に解説、犯人本人だったことが後で判明した,小学校6年,推理
Vincent,1996/5/13,中学の図書室で古い新聞を毎日読み続け、司書に名前を覚えられた,中2の春,文学
Vincent,1998/11/22,高校で言語学クラブに入り、フランス語の自学を始めて止まらなくなった,高校2年,文学
Vincent,1999/3/14,ハーバード見学で構内の喫茶店の客層を半日観察し続けた,高3前の春休み,観察
Vincent,2000/9/5,大学入学、初日に比較文学と認知心理学を二重専攻すると宣言した,大学入学式,文学
Vincent,2001/4/22,大学2年、推理小説の構造論をテーマに学生論文を学部誌に発表した,大学のサークル,文学
Vincent,2002/2/14,言語学の授業でドイツ語にハマり、半年で日常会話レベルに到達した,大学2年の冬,雑学
Vincent,2003/8/19,卒論で「人間が後から自分の行動を物語化する仕組み」を書き上げた,大学4年の夏,人間
Vincent,2004/3/27,大学院で犯罪史ゼミに入り、教授の旧蔵書を借り続けて結局返さなかった,院進学直後,雑学
Vincent,2005/6/8,シカゴの古書店街に一週間滞在しながら歩き回り、戦前の探偵雑誌を集めた,院2年の夏,都市
Vincent,2006/4/12,シンクタンクに就職、初日にメモ帳と万年筆を二本ずつ揃えて机に並べた,入社初日,趣味
Vincent,2007/1/19,初の大型案件で、競合の動きを古い新聞報道から見抜き上司を驚かせた,入社一年目,推理
Vincent,2008/3/8,退職を決意、NYでストーリーテリングスクールに入学する手続きをした,転職決断,話芸
Vincent,2008/10/15,NYのコメディクラブで初の3分間スタンドアップ、客は四人しか居なかった,NY初舞台,話芸
Vincent,2009/5/30,ブロンクスの古書店で、消えた古い犯罪雑誌のバックナンバーを偶然発見した,NY時代の趣味散策,文学
Vincent,2010/2/14,東京に初めて長期滞在、銀座の老舗喫茶店に毎日通って顔を覚えられた,初の東京滞在,都市
Vincent,2010/8/22,浅草の寄席で落語を初観覧、終演後に演者の控室まで会いに行った,寄席訪問,話芸
Vincent,2011/3/11,震災当日、東京で食料の流通変化を一週間観察してメモを取り続けた,震災時の東京,観察
Vincent,2011/12/3,日本語が日常会話レベルに到達、初めて落語のサゲで素直に笑えた,東京滞在中の寄席,話芸
Vincent,2012/7/14,民俗学者の私邸を訪問、本棚を見せてもらい三時間動けなかった,学術交流,雑学
Vincent,2013/4/8,講演活動を本格化、初回の聴衆20人の前で90分話し切って手応えを得た,初の公開講演,話芸
Vincent,2014/1/12,32歳の誕生日、神保町の古書店で自分への贈り物に古い犯罪事典を購入,誕生日,文学
Vincent,2014/9/19,チェスの大会に出場、初戦で歴戦の老紳士に三十手で見事に敗北した,チェスクラブ大会,趣味
Vincent,2015/5/27,クライアントの嘘を会議中に見抜き、後で本人から個別に礼を言われた,戦略会議,推理
Vincent,2015/11/4,フランス語の落語版「目黒のさんま」を試訳、フランス人の友人に披露した,パリ訪問,話芸
Vincent,2016/8/15,終戦の日に靖国を散歩、参拝者の沈黙の質を時間ごとにメモした,夏の東京散歩,都市
Vincent,2017/2/22,ロシア語の独学を開始、半年でドストエフスキーを原文で読み始めた,自宅で独学,雑学
Vincent,2017/9/8,クライアントの相談で、本題とは違う家庭の問題を当てて沈黙させた,経営者面談,推理
Vincent,2018/4/30,京都の老舗料亭で女将と三時間話し込み、店の歴史を初めて聞き出した,京都訪問,観察
Vincent,2018/12/24,クリスマスイブの東京で、銀座の老舗バーで一人ウイスキーを傾けた,イブの東京,趣味
Vincent,2019/6/19,雑誌の連載「都市の違和感」を開始、毎月の街歩き記録を寄稿し始めた,連載開始,都市
Vincent,2020/3/27,コロナで講演が全てオンライン化、自宅書斎の照明を二週間かけて調整した,在宅対応,趣味
Vincent,2020/9/14,古書店主と知己になり、絶版本のリストを毎月手書きで送ってもらうように,古書ネットワーク,文学
Vincent,2021/5/8,落語家との対談本を執筆、噺家から「あんた、噺家になれば」と言われた,共著執筆,話芸
Vincent,2021/10/30,心理学者との共同講座を初開催、推理と認知バイアスの接続を試みた,共同講座,推理
Vincent,2022/2/14,街頭の古書ワゴンで日本の戦前推理小説の初版本を偶然見つけた,神保町,文学
Vincent,2022/8/19,若手リサーチャーへの私塾を月一で開始、最初の塾生は三人だった,私塾開講,推理
Vincent,2023/3/14,仕事で韓国へ短期滞在、市場の屋台の食材構成を半日観察し続けた,ソウル出張,観察
Vincent,2023/9/22,書斎の本棚を三日かけて再分類、テーマ別から「違和感の種類別」に変えた,書斎の整理,雑学
Vincent,2024/1/12,42歳誕生日、東京の馴染みの落語家に祝いに呼ばれて泣きそうになった,誕生日の寄席,話芸
Vincent,2024/6/30,警察関係者向けの講演を初担当、観察と推測の分け方を二時間語った,専門講演,推理
Vincent,2024/11/14,馴染みの古書店主が亡くなり、葬儀で蔵書の一部を遺族から託された,古書店主の葬儀,文学
Vincent,2025/2/19,落語と推理を結ぶ単著を刊行、海外メディアからも取材を受けた,著書刊行,話芸
Vincent,2025/7/8,チェスの大会で初の入賞、地元の老紳士たちと夜まで打ち上げて飲んだ,チェス大会,趣味
Vincent,2025/12/20,年末の街歩きで、一年前と店主が変わった老舗喫茶店を発見してメモした,東京の散歩,都市
Vincent,2026/4/18,私塾の卒業生が独立、その記念に手書きの「観察ノートの作り方」を贈った,私塾の卒業式,推理
